row,dataset_index,id,true,pred,correct,confidence,true_probability,snippet
521,17313,0fea,Geometry,Combinatorics,False,0.9828012585639954,0.01440653670579195,"Problem: Un triángulo tiene sus vértices en cada uno de los ejes de un sistema de coordenadas cartesianas en el espacio; ninguno está en el origen, ni dos de ellos coinciden el mismo eje. Demostrad que el triángulo es acutángulo."
1372,14409,02bn,Algebra,Combinatorics,False,0.9817169308662415,0.01125714648514986,"Problem: Fonte com 3 torneiras - Sílvia vai a uma fonte que tem três torneiras, encher os seus dez garrafões. Um dos garrafões demora um minuto para encher, outro dois minutos, outro três minutos e assim por diante. Como Sílvia deverá distribuir os garrafões p"
550,18137,014x,Geometry,Combinatorics,False,0.9805487394332886,0.00981627032160759,"Problem: Some $1 \times 2$ dominoes, each covering two adjacent unit squares, are placed on a board of size $n \times n$ so that no two of them touch (not even at a corner). Given that the total area covered by the dominoes is $2008$, find the least possible v"
535,24963,002g,Algebra,Number Theory,False,0.9789943695068359,0.01453347783535719,"Hallar todos los números $n$ que se pueden expresar en la forma $n = k + 2\lfloor\sqrt{k}\rfloor + 2$, donde $k$ es un entero no negativo."
2528,17993,0lds,Combinatorics,Geometry,False,0.9773922562599182,0.010761532001197338,"An investor has two rectangular lands, each of size $120 \times 100$. a. On the first land, she wants to build a house with a rectangular base of size $25 \times 35$ and nine circular flower pots with diameter $5$ outside the house. Prove that for all position"
1800,26872,025y,Combinatorics,Algebra,False,0.9769715666770935,0.001638909219764173,"Problem: As páginas do dicionário - Para numerar as páginas de um dicionário, imprimiu-se 1988 vezes o algarismo 1. Quantas páginas tem esse dicionário?"
110,3537,022x,Combinatorics,Algebra,False,0.9769715666770935,0.001638909219764173,"Problem: As páginas do dicionário - Para numerar as páginas de um dicionário, imprimiu-se 1988 vezes o algarismo 1. Quantas páginas tem esse dicionário?"
1746,27222,09as,Number Theory,Combinatorics,False,0.9764605164527893,0.008542658761143684,"Prove that every even number not exceeding $2n(4n + 1)$ can be written as $\pm 1 \pm 2 \pm 3 \pm \cdots \pm 4n$, here we choose $+$ or $-$."
676,9985,00gj,Combinatorics,Number Theory,False,0.9761407375335693,0.009355217218399048,Let $S$ be a set of 9 distinct integers all of whose prime factors are at most $3$. Prove that $S$ contains 3 distinct integers such that their product is a perfect cube.
1730,4262,08al,Combinatorics,Number Theory,False,0.9754065871238708,0.00923480000346899,Problem: Dimostrare che esiste un intero positivo che può essere scritto come somma di 2015 potenze 2014-esime distinte di interi positivi $x_{1}<x_{2}<\cdots<x_{2015}$ in almeno due modi.
1492,7183,0jt6,Algebra,Combinatorics,False,0.9748665690422058,0.01961437799036503,"Problem: Tim starts with a number $n$, then repeatedly flips a fair coin. If it lands heads he subtracts $1$ from his number and if it lands tails he subtracts $2$. Let $E_{n}$ be the expected number of flips Tim does before his number is zero or negative. Fin"
1570,14547,0coh,Algebra,Combinatorics,False,0.9715097546577454,0.010492510162293911,"2009 weights are placed in a row. Each weight is of integer number of grams, and no weight is heavier than 1 kg. It turned out that each neighboring weights differ by exactly 1 g, while the total weight of all weights (in grams) is an even number. Prove that i"
316,15911,02zc,Algebra,Geometry,False,0.9708679914474487,0.0036594129633158445,Problem: A bandeira da figura é formada por um retângulo $40~\mathrm{cm} \times 20~\mathrm{cm}$ e possui duas cores (branca e cinza). A parte branca é composta por duas listras de mesma largura que se cruzam e são perpendiculares aos lados do retângulo. A part
539,6489,099t,Combinatorics,Number Theory,False,0.9703574180603027,0.018040603026747704,"Given $a_1, a_2, ..., a_{2009}$ different natural numbers such that if two of any three numbers are not relatively prime, then one of the two numbers is not relatively prime to the third. If there do not exist 50 numbers that are relatively prime pairwise, the"
215,23150,00t3,Number Theory,Combinatorics,False,0.9701264500617981,0.007275209296494722,"A number of $N$ children are at a party, and they sit in a circle to play a game of Pass the Parcel. Because the host has no other form of entertainment, the parcel has infinitely many layers. On turn $i$, starting with $i = 1$, the following two things happen"
647,15099,05c0,Algebra,Combinatorics,False,0.9695707559585571,0.015054279007017612,"The letters $M$, $A$, $T$, $E$, $I$ and $K$ are assigned the numbers $1$, $2$, $3$, $4$, $5$ and $6$ in a certain order so that different letters correspond to different numbers. The sum of the numbers corresponding to the letters of the word $MATEMAATIK$ (tak"
927,20752,09tz,Algebra,Combinatorics,False,0.9683933854103088,0.01764708384871483,"Every day, Maurits bikes to school. He can choose between two different routes. Route $B$ is $1.5$ km longer than route $A$. However, because he encounters fewer traffic lights, his average speed along route $B$ is $2$ km/h higher than along route $A$. This ma"
1585,21495,059l,Algebra,Combinatorics,False,0.9683765172958374,0.005496034864336252,"Mari chooses five distinct positive integers not greater than $2021$. From these five numbers, it must be possible to choose two numbers with sum $1919$ in two different ways. Likewise, from these five numbers, it must be possible to choose two numbers with su"
155,13984,0009,Algebra,Geometry,False,0.9680801630020142,0.008963452652096748,"Una pista para carreras de automóviles consiste de 6 circunferencias $\Gamma_1, \Gamma_2, \Gamma_3, \Gamma_4, \Gamma_5$ y $\Gamma_6$, tangentes interiores en un punto $P$. Las longitudes de las circunferencias son 1 km, 2 km, 4 km, 8 km, 16 km y 32 km, respect"
1684,2815,02jp,Combinatorics,Algebra,False,0.9678869843482971,0.022324537858366966,"Problem: As vizinhas Elza, Sueli, Patrícia, Heloísa e Cláudia chegam juntas do trabalho e começam a subir as escadas do prédio de 5 andares onde moram. Cada uma mora num andar diferente. Heloísa chega a seu andar depois de Elza, mas antes de Cláudia. Quando Su"
2107,670,03vm,Geometry,Combinatorics,False,0.9657912850379944,0.025546899065375328,"Find the least positive integer $n$ with the following property: Paint each vertex of a regular $n$-gon arbitrarily with one of three colors, say red, yellow and blue, there must exist four vertices of the same color that constitute the vertices of some isogon"
306,25945,0k24,Combinatorics,Geometry,False,0.9657292366027832,0.02433508075773716,"Problem: Consider a finite set of points $T \in \mathbb{R}^n$ contained in the $n$-dimensional unit ball centered at the origin, and let $X$ be the convex hull of $T$. Prove that for all positive integers $k$ and all points $x \in X$, there exist points $t_1, "
1577,3969,0f7a,Number Theory,Combinatorics,False,0.9652544856071472,0.014050176367163658,Problem: Prove that we can find an $m \times n$ array of squares so that the sum of each row and the sum of each column is also a square.
1609,17405,09vm,Number Theory,Algebra,False,0.9648444056510925,0.020762348547577858,"Problem: Vind alle functies $f: \mathbb{Z} \rightarrow \mathbb{Z}$ die voldoen aan - $f(p)>0$ voor alle priemgetallen $p$, - $p \mid (f(x)+f(p))^{f(p)}-x$ voor alle $x \in \mathbb{Z}$ en alle priemgetallen $p$."
2514,20835,089i,Number Theory,Algebra,False,0.9641120433807373,0.030123746022582054,"Problem: Quante sono le coppie di interi positivi $(m, n)$ tali che la frazione $\frac{m}{n}$ sia ridotta ai minimi termini e strettamente minore di 1, e che il prodotto $mn$ sia uguale a $1 \cdot 2 \cdot 3 \cdot \ldots \cdot 24 \cdot 25$ (ovvero al prodotto d"
942,15052,03pb,Number Theory,Algebra,False,0.9632906913757324,0.01732347160577774,"Let $a$, $b$, $c$, $d$ be positive integers and $\log_a b = \frac{3}{2}$, $\log_c d = \frac{5}{4}$. If $a-c=9$, then $b-d=$ ________."
2219,20116,0ja1,Geometry,Combinatorics,False,0.9621413946151733,0.02354257181286812,Problem: You are given two line segments of length $2^{n}$ for each integer $0 \leq n \leq 10$. How many distinct nondegenerate triangles can you form with three of the segments? Two triangles are considered distinct if they are not congruent.
1834,22632,0dfr,Combinatorics,Geometry,False,0.9616382718086243,0.017900334671139717,Let convex $s$-gon is divided to $q$ quadrilaterals such that $b$ of them are not convex. Prove that $$ q \geq b + \frac{s-2}{2}. $$
1205,24644,098k,Number Theory,Algebra,False,0.9614163041114807,0.017752908170223236,Problem: Pentru orice număr natural $m$ notăm cu $S(m)$ suma cifrelor numărului $m$. Calculați $S\left(S\left(S\left(2023^{2023}\right)\right)\right)$.
68,15719,0ikr,Algebra,Number Theory,False,0.9612249135971069,0.015647033229470253,Problem: What is the smallest positive integer $n$ such that $n^{2}$ and $(n+1)^{2}$ both contain the digit 7 but $(n+2)^{2}$ does not?
1884,15563,08r6,Geometry,Algebra,False,0.9600417017936707,0.009585622698068619,"For $0 \le x, y \le 1$, let $$ f(x, y) = x y^2 \sqrt{1-x^2} - x^2 y \sqrt{1-y^2} $$ Find the minimum constant $c$ for which the following condition holds. For any integer $n > 1$ and any real numbers $a_1, a_2, \dots, a_n$ such that $0 \le a_1 < a_2 < \dots < "
2608,5512,01at,Algebra,Number Theory,False,0.958396315574646,0.023025745525956154,We let $a_0 = a > 0$ be an integer and $a_n = 5a_{n-1} + 4$. Can we choose $a$ so that $a_{54}$ is a multiple of 2013?
1123,14244,08rs,Number Theory,Combinatorics,False,0.9582729935646057,0.023763008415699005,"There are some cards with positive integers on them, and the sum of these integers is $2007$. For any integer $1 \le k \le 2006$ we can choose some cards so that the sum of the numbers written on those cards is $k$, and there is only one way (if cards with sam"
2617,13935,0cyf,Combinatorics,Geometry,False,0.9579873085021973,0.01961059868335724,The shape of a military base is an equilateral triangle of side $10$ kilometers. Security constraints make cellular phone communication possible only within $2.5$ kilometers. Each of $17$ soldiers patrols the base randomly and tries to contact all others. Prov
686,18890,085a,Geometry,Combinatorics,False,0.9578009843826294,0.015245631337165833,"Problem: Si consideri il piano tassellato con triangoli equilateri, e sia $F_{0}$ uno qualsiasi di essi. Si costruisce una sequenza di figure sempre più grandi in questo modo: $F_{1}$ è il poligono che si ottiene aggiungendo ad $F_{0}$ la cornice formata da tu"
2223,13852,08u1,Combinatorics,Number Theory,False,0.956839919090271,0.013942970894277096,"How many sextuples $(a, b, c, d, e, f)$ of positive integers are there for which conditions $a > b > c > d > e > f$ and $a+f = b+e = c+d = 22$ are satisfied?"
516,9259,024b,Combinatorics,Algebra,False,0.9566677212715149,0.036183591932058334,"Problem: Joana escreveu uma sequência em 10 linhas usando os algarismos de 0 a 9, seguindo o padrão seguinte. $$ \begin{array}{lllllllllll} 0 & & & & & & & & & \\ 1 & 1 & 0 & & & & & & & \\ 2 & 2 & 2 & 1 & 1 & 0 & & & & \\ 3 & 3 & 3 & 3 & 2 & 2 & 2 & 1 & 1 & 0"
2478,10700,00oz,Algebra,Combinatorics,False,0.9557638168334961,0.02385287918150425,"A train consists of $2010$ wagons containing gold coins, all of the same shape. Any two coins have equal weight provided that they are in the same wagon, and differ in weight if they are in different ones. The weight of a coin is one of the positive reals $m_1"
601,3108,0087,Geometry,Combinatorics,False,0.9557549953460693,0.021353350952267647,A rectangular sheet of grid paper with dimensions $59 \times 133$ must be divided into a maximum number of pieces by making two cuts. Before cutting it is allowed to fold the sheet along grid lines as many times as desired. The folded sheet is placed on the ta
1223,4891,00zp,Combinatorics,Number Theory,False,0.9546074271202087,0.018509112298488617,"Problem: Prove that in every sequence of 79 consecutive positive integers written in the decimal system, there is a positive integer whose sum of digits is divisible by 13."
551,25384,05im,Algebra,Combinatorics,False,0.9543812870979309,0.0020342557691037655,"Problem: Ruby a effectué une série de mouvements avec son Rubik's cube. (Par exemple, elle peut tourner la face du haut dans le sens des aiguilles d'une montre, puis la face de fond de 180 degrés, puis la face de droite dans le sens contraire des aiguilles d'u"
804,8991,0ip9,Algebra,Number Theory,False,0.9528319835662842,0.01682300679385662,Problem: Find the largest positive integer $n$ such that $n^{3}+4 n^{2}-15 n-18$ is the cube of an integer.
37,24795,0el7,Algebra,Combinatorics,False,0.9524620175361633,0.008540643379092216,"Problem: V kraju Zmajski Vrh so se prebivalci odločili, da bodo uporabljali nov način merjenja dnevnega časa. Vsak dan so s poldnevom in polnočjo razdelili na dve enaki polovici. Namesto, da bi vsako polovico razdelili na 12 ur s po 60 minutami, so jo razdelil"
2547,11784,0jex,Algebra,Number Theory,False,0.9512643814086914,0.01692499779164791,"Problem: The number $989 \cdot 1001 \cdot 1007 + 320$ can be written as the product of three distinct primes $p, q, r$ with $p < q < r$. Find $(p, q, r)$."
1874,9586,022a,Number Theory,Combinatorics,False,0.9508981704711914,0.035346511751413345,"Problem: Um número é dito palindrome se a leitura da direita para a esquerda é igual a da esquerda para a direita. Por exemplo, os números $23432$ e $18781$ são palindromes. Quantos números palindromes de 4 algarismos são divisíveis por $9$?"
20,18964,0a1m,Combinatorics,Algebra,False,0.9504943490028381,0.004464286845177412,"Ikram has a large bowl with little balls in it. On each ball a positive integer is written. If he randomly picks three balls from the bowl and takes the difference between the largest and smallest number on these three balls, it turns out that the outcome is a"
644,7868,02xi,Combinatorics,Algebra,False,0.9500315189361572,0.01424819603562355,"Problem: Dois candidatos participaram de uma eleição com $p+q$ eleitores. O candidato $A$ recebeu $p$ votos e o candidato $B$ recebeu $q$ votos, com $p>q$. Durante a apuração, é registrado apenas um voto de cada vez em um quadro. Seja $r$ a probabilidade de qu"
2230,16650,0i2k,Algebra,Combinatorics,False,0.9490013122558594,0.030517300590872765,"Problem: Some students are taking a math contest, in which each student takes one of four tests. One third of the students take one test, one fourth take another test, one fifth take the next test, and $26$ students take the last test. How many students are ta"
2320,11936,084v,Algebra,Combinatorics,False,0.9486905932426453,0.023799512535333633,"Problem: I membri di una tribù hanno dieci dita alle mani e nove ai piedi e quindi contano indifferentemente in base 10 o 19. Nella loro cultura matematica, un numero intero positivo è detto ""sacro"" se in entrambe le basi si scrive con le stesse due cifre (com"
2424,26539,092e,Algebra,Combinatorics,False,0.9478337168693542,0.04079682379961014,"Problem: There are $n$ students standing in line in positions $1$ to $n$. While the teacher looks away, some students change their positions. When the teacher looks back, they are standing in line again. If a student who was initially in position $i$ is now in"
1364,26798,0c1a,Number Theory,Algebra,False,0.9477791786193848,0.029730889946222305,Prove that the number $$ \sqrt[n]{\sqrt{2018} + \sqrt{2017}} + \sqrt[n]{\sqrt{2018} - \sqrt{2017}} $$ is not rational for $n \ge 2$.
2396,3323,0dy0,Algebra,Number Theory,False,0.9473677277565002,0.014614888466894627,"The terms $a_1, a_2, a_3, a_4, a_5$ of a geometric sequence are positive integers. All are less than $2008$, $a_2$ is divisible by $5$, $a_3$ is divisible by $4$, $a_4$ is divisible by $3$, $a_1$ is not divisible by $6$ and no prime number divides all five of "
73,59,00ny,Geometry,Combinatorics,False,0.9472962617874146,0.03420431166887283,"Alice and Bob play a game, in which they take turns drawing segments of length $1$ in the Euclidean plane. Alice begins, drawing the first segment, and from then on, each segment must start at the endpoint of the previous segment. It is not permitted to draw t"
667,6938,0bvg,Algebra,Combinatorics,False,0.9472212195396423,0.03543763607740402,"Let $m$ and $n$ be two positive integers such that $n - 1 > m > 1$, let $S_n$ be the group of the permutations of degree $n$ and let $S$ be the subset of $S_n$ made by all permutations $\sigma$ with the property $\sigma(m) < \sigma(m+1) < \dots < \sigma(n)$. S"
1190,3680,021n,Algebra,Combinatorics,False,0.946397066116333,0.011220916174352169,"Problem: Arquimedes possui uma balança de dois pratos com braços de comprimentos diferentes. Objetivando pesar dois quilos de açúcar, ele procedeu da seguinte forma: colocou um peso de um quilo no prato da esquerda e açúcar no outro lado até que a balança fica"
2218,23310,09dh,Combinatorics,Number Theory,False,0.9438861608505249,0.025150565430521965,"$1, 2, 3, \ldots, 10^{2012}$ дарааллын бүх цифруудийн тоо нь $1, 2, 3, \ldots, 10^{2013}$ дарааллын бүх тэгүүдийн тоотой тэнцүү гэж батал."
190,14093,0b1x,Algebra,Number Theory,False,0.9430985450744629,0.02619941718876362,Problem: What is the largest integer $k$ such that $k+1$ divides $$ k^{2020}+2 k^{2019}+3 k^{2018}+\cdots+2020 k+2021 ? $$
2,10577,0iyr,Number Theory,Combinatorics,False,0.9428150057792664,0.032433778047561646,"Problem: The squares of a $3 \times 3$ grid are filled with positive integers such that $1$ is the label of the upper-leftmost square, $2009$ is the label of the lower-rightmost square, and the label of each square divides the one directly to the right of it a"
1610,1352,0hxn,Algebra,Combinatorics,False,0.9426378607749939,0.02715468779206276,"Problem: The cost of 3 hamburgers, 5 milk shakes, and 1 order of fries at a certain fast food restaurant is $\$ 23.50$. At the same restaurant, the cost of 5 hamburgers, 9 milk shakes, and 1 order of fries is $\$ 39.50$. What is the cost of 2 hamburgers, 2 mil"
1960,15771,02iu,Algebra,Number Theory,False,0.9417539238929749,0.03051222860813141,Problem: Quantas soluções inteiras e positivas satisfazem a dupla inequação $2000<\sqrt{n(n+1)}<2005$? (A) 1 (B) 2 (C) 3 (D) 4 (E) 5
2579,20302,0cmi,Algebra,Number Theory,False,0.9406393766403198,0.048353731632232666,Prove that there exists a positive integer $n > 1$ such that the product of some $n$ consecutive positive integers equals the product of some $n + 100$ consecutive positive integers.
2562,25463,0gen,Geometry,Combinatorics,False,0.9405431151390076,0.021030079573392868,一個城市是平面上的一個點。假設平面上有 $n \ge 2$ 個城市。假設對於每個城市 $X$，都存在另一個城市 $N(X)$，使得 $X$ 到 $N(X)$ 的距離嚴格小於 $X$ 到任何其他城市的距離。政府在所有的城市 $X$ 與其 $N(X)$ 之間建有道路，除此之外城市之間沒有其他道路。已知我們可以從任何一個城市，經過一系列的道路，抵達任何一個其他城市。我們稱一個城市 $Y$ 是一個近郊，若且唯若存在城市 $X$ 使得 $Y = N(X)$。試證明至少有 $(n-2)/4$ 個近郊。 A city is a 
868,22636,0ei5,Number Theory,Algebra,False,0.940449059009552,0.04243944585323334,"Problem: David si je izmislil trimestno naravno število s tremi različnimi števkami. Vsako števko tega števila je nadomestil s črko, da je dobil besedo $E N A$, ki predstavlja njegovo število. Opazil je, da za njegovo število velja $c \cdot E N A = 2331$, kjer"
2206,23737,09ul,Algebra,Combinatorics,False,0.9391545057296753,0.04459482058882713,"Liselotte has a collection of $100$ candies, which are either sweet or bitter. She wants to choose between the following possibilities. I) She eats half of the sweet candies. The rest is kept in the bag. II) She eats half of the bitter candies. The rest is kep"
2028,12950,0dzy,Number Theory,Combinatorics,False,0.9387683868408203,0.0461573451757431,"Maja can write positive integers onto a blackboard according to two rules. For every number $n$ that is already on the board, she can write down $3n+13$. Whenever one of the numbers on the board is a perfect square, she can also write down its square root. a. "
802,21131,06w1,Algebra,Combinatorics,False,0.9373663067817688,0.05048322677612305,"A magician intends to perform the following trick. She announces a positive integer $n$, along with $2n$ real numbers $x_{1} < \ldots < x_{2n}$, to the audience. A member of the audience then secretly chooses a polynomial $P(x)$ of degree $n$ with real coeffic"
2021,23772,0h5g,Algebra,Combinatorics,False,0.9357666373252869,0.01535805594176054,The number $2013$ is written on the board. Two players are playing the following game. A move consists of replacing the number on the board with the difference of this number and one of its divisors. The player who writes $0$ loses. Who of the two players can 
1972,22040,0kn9,Algebra,Number Theory,False,0.9348194599151611,0.04815905913710594,"Problem: Let $N$ be the smallest positive integer for which $$ x^{2}+x+1 \quad \text{divides} \quad 166-\sum_{d \mid N, d>0} x^{d} $$ Find the remainder when $N$ is divided by $1000$."
2011,3405,09ew,Number Theory,Combinatorics,False,0.9330986142158508,0.005114967469125986,Initially a needle with length $l$ was in vertical position. Can one transfer the needle to horizontal position by passing no more than $2014$ lattice points?
2109,3028,01dl,Number Theory,Combinatorics,False,0.9329600930213928,0.025770343840122223,"Let $a_1, \dots, a_{2016}$ and $b_1, \dots, b_{2016}$ be two reorderings of the numbers $1, \dots, 2016$. Prove that $$ 2017 \mid a_i b_i - a_j b_j $$ for some distinct indices $i$ and $j$."
2049,3087,03cs,Geometry,Algebra,False,0.9329148530960083,0.03737301379442215,"Find all pairs of real numbers $(x, y)$ such that $$ \left| \begin{aligned} & \sqrt{x^2 - 2x + y^2 + 4y + 5} + \sqrt{x^2 - 8x + y^2 - 4y + 20} = 5 \\ & 16x^2 + 9y^2 = 68. \end{aligned} \right. $$"
2416,8762,02dc,Geometry,Algebra,False,0.9326484799385071,0.031290750950574875,"For which $k$ does the system $x^2 - y^2 = 0$, $(x - k)^2 + y^2 = 1$ have exactly (1) two, (2) three real solutions?"
2622,12991,0ib9,Number Theory,Algebra,False,0.9325632452964783,0.04187612235546112,Problem: Let $n$ be a positive odd integer. Prove that $$ \left\lfloor\log _{2} n\right\rfloor+\left\lfloor\log _{2}(n / 3)\right\rfloor+\left\lfloor\log _{2}(n / 5)\right\rfloor+\left\lfloor\log _{2}(n / 7)\right\rfloor+\cdots+\left\lfloor\log _{2}(n / n)\rig
2656,21467,02w4,Number Theory,Algebra,False,0.9322721362113953,0.03408495709300041,Problem: Determine se o número $\underbrace{11 \ldots 1}_{2016} 2 \underbrace{11 \ldots 1}_{2016}$ é um número primo ou um número composto.
2338,3281,04yr,Combinatorics,Geometry,False,0.9311668872833252,0.02343129739165306,"In a coordinate city there are $n \ge 3$ tramlines parallel to the $x$-axis such that each line begins from $x$-coordinate $0$ and ends at $x$-coordinate $n$. Exactly one tram of length $1$ is moving on each line: on the first line with speed $1$, on the secon"
752,5988,0jqe,Algebra,Combinatorics,False,0.9310529232025146,0.05269055813550949,"Problem: For positive integers $x_{1}, x_{2}, \ldots, x_{n}$ satisfying $x_{1}+\cdots+x_{n}=101 n$, prove that $$ \binom{x_{1}}{2}+\binom{x_{2}}{2}+\cdots+\binom{x_{n}}{2} \geq 5050 n $$"
1925,14230,05re,Combinatorics,Number Theory,False,0.9300024509429932,0.04838567599654198,"Problem: Soit $S$ un ensemble d'entiers. On dit que $S$ est insommable si, pour tous les entiers $x$ et $y$ appartenant à $S$, la somme $x+y$ n'appartient pas à $S$. Pour tout entier $n \geqslant 1$, on note $s_{n}$ le nombre de sous-ensembles de $\{1,2, \ldot"
57,23723,03av,Number Theory,Combinatorics,False,0.928059458732605,0.007985766977071762,"The positive integers $a_0, a_1, \dots, a_9$ and $b_1, b_2, \dots, b_9$ are such that $a_9 < b_9$, $a_k \neq b_k$ and $1 \le k \le 8$. A cash machine is loaded with $n \ge a_9$ leva. For any $1 \le i \le 9$ it is allowed to withdraw $a_i$ leva (if the machine "
1563,5115,01jq,Combinatorics,Number Theory,False,0.9280275702476501,0.049054067581892014,"Let $p > 7$ be a prime number and let $A \subseteq \{0, 1, \dots, p-1\}$ consist of at least $\frac{p-1}{2}$ elements. Show that for each integer $r$, there are elements $a, b, c, d \in A$ such that $$ ab - cd \equiv r \pmod{p}. $$"
1430,13052,0kq3,Algebra,Combinatorics,False,0.9261849522590637,0.0061529045924544334,"Problem: Let $S_{0}$ be a unit square in the Cartesian plane with horizontal and vertical sides. For any $n>0$, the shape $S_{n}$ is formed by adjoining 9 copies of $S_{n-1}$ in a $3 \times 3$ grid, and then removing the center copy. For example, $S_{3}$ is sh"
914,12898,09st,Combinatorics,Number Theory,False,0.9250532984733582,0.022402159869670868,Problem: Zij $k$ een positief geheel getal en geef de som van de cijfers van een positief geheel getal $n$ aan met $s(n)$. Bewijs dat er onder de positieve gehele getallen met $k$ cijfers evenveel getallen $n$ zijn die voldoen aan $s(n)<s(2 n)$ als getallen $n
1751,6006,03ez,Geometry,Combinatorics,False,0.9233300685882568,0.056702468544244766,"There are 11 points equally spaced on a circle. Some of the segments having endpoints among these vertices are drawn and colored in two colors, so that each segment meets at an internal point at most one other segment from the same color. What is the greatest "
1157,23209,090l,Number Theory,Algebra,False,0.9221513271331787,0.056037139147520065,"Determine all polynomials $f(x)$ with integer coefficients such that, for any integer $n \ge 2$, the following conditions hold: $\bullet\ f(n) > 0.$ $\bullet\ f(n)$ divides $n^{f(n)} - 1$."
1137,5851,0jry,Geometry,Algebra,False,0.9215264320373535,0.05018194764852524,Problem: Let $z$ be a complex number such that $|z|=1$ and $|z-1.45|=1.05$. Compute the real part of $z$.
1427,24566,0bop,Combinatorics,Algebra,False,0.9205326437950134,0.05057934299111366,"Given an integer $N \ge 4$, determine the largest value the sum $$ \sum_{i=1}^{\lfloor k/2 \rfloor + 1} (\lfloor n_i/2 \rfloor + 1) $$ may achieve, where $k, n_1, \dots, n_k$ run through the integers subject to $k \ge 3, n_1 \ge \dots \ge n_k \ge 1$, and $n_1 "
772,2639,0l2t,Algebra,Combinatorics,False,0.9192981123924255,0.024231333285570145,"A data set containing 20 numbers, some of which are $6$, has mean $45$. When all the $6$s are removed, the data set has mean $66$. How many $6$s were in the original data set? (A) 4 (B) 5 (C) 6 (D) 7 (E) 8"
1581,18666,0ign,Algebra,Geometry,False,0.917036235332489,0.054958924651145935,Problem: Let $m \circ n = \dfrac{m+n}{mn+4}$. Compute $((\cdots((2005 \circ 2004) \circ 2003) \circ \cdots \circ 1) \circ 0)$.
2456,26895,0gce,Combinatorics,Geometry,False,0.91693115234375,0.05616633594036102,"令 $n$ 為一正整數且 $3$ 不能整除 $n$。一個 $n$ 階三角陣是把一個大正三角形分成 $n^2$ 個相等大小的小正三角形，以過各邊的所有 $n$ 等分點對其他邊做平行線分割而成。在 $n$ 階三角陣每個小三角形頂點上放一顆橘子，共有 $$ \frac{(n+1)(n+2)}{2} $$ 顆橘子。一組三顆橘子 $A, B, C$ 被稱為**好的**，若且唯若 $\overline{AB}$ 和 $\overline{AC}$ 各是某小三角形的一邊，且 $\angle BAC = 120^{\circ}$。"
